Domain,Name,Title,Date,UserName,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Talk about other apps,E.g.,Remarks,isEdited,Rating,keyword,selected,Word count,Extracted words
Mental Health,rootd-panic-attack-relief,The best app for anxiety!,12/16/2021 21:06,kgthompson1977,just what i've been looking for in an anxiety self help app. it's easy to navigate and simply written for easy understanding.,"easy to navigate, simply written, easy understanding",,usable,,,,,FALSE,5,,,11,"looking,anxiety,self,help,app,easy,navigate,simply,written,easy,understanding"
Mental Health,insight-timer-meditation-app,Complain,11/26/2021 21:36,"Preboi""",i can't reply text anymore it states error why ? is it my signal or from your end i had logged out and i'm still same issue can't send a text or you have limited text a day or for new members,,"not reply text, error, same issue",,reliable,,,,FALSE,5,,,21,"ca,not,reply,text,anymore,states,error,signal,end,logged,still,issue,ca,not,send,text,limited,text,day,new,members"
Mental Health,ibreathe-relax-and-breathe,"Simple, effective app",2/21/2022 18:26,ssassa18,"it does what it aims to do - simply without adding useless layers. good job keeping it simple!
it needs a better reminder repeat frequency - hourly, 15 minute intervals.","does, aims to do, without adding, useless layers, keeping it simple, ",,usable,,,,,FALSE,4,,,19,"aims,simply,without,adding,useless,layers,good,job,keeping,simple,needs,better,reminder,repeat,frequency,hourly,15,minute,intervals"
Mental Health,betterhelp-online-counseling,Good place to talk to someone and get advice,6/3/2021 14:32,Cosmicpony,easy way to talk to a professional,"easy way, talk to professional ",,usable,,,,,FALSE,5,,,4,"easy,way,talk,professional"
Mental Health,calm-sleep-meditation,Disappointing,1/11/2021 3:54,unknown,this app used to have a few free sound tracks which was great. they have locked them all now and you have to purchase the premium in order to use any of them. very disappointing. deleting the app,,"used to have, free sound tracks, locked, have to purchase, premium to use, disappointing",,,,,,FALSE,1,,,14,"app,used,free,sound,tracks,great,locked,purchase,premium,order,use,disappointing,deleting,app"
Mental Health,smiling-mind,I recommend,4/4/2022 2:04,DragonAbbie,"i have tried to sleep and meditate for a long time but now i can do it! i memorized the meditation(s) so i can do it alone! i love this and without it i had never been able to fall asleep before but now, i'm feeling great! thank you to whoever that made this and took me into a journey. i wish though to motivate me is that maybe you could add like jewels in there so you could motivate people and/or kids to come here to this app everyday. i'd also like more of a reminder to come on here to start a good habit. other than those i've been doing great. thank you.",,,effective,,,,,FALSE,5,,,46,"tried,sleep,meditate,long,time,memorized,meditation,alone,love,without,never,able,fall,asleep,feeling,great,thank,whoever,made,took,journey,wish,though,motivate,maybe,could,add,like,jewels,could,motivate,people,and/or,kids,come,app,everyday,also,like,reminder,come,start,good,habit,great,thank"
Mental Health,ten-percent-happier-meditation,For everyone,11/28/2021 12:58,mrserven,"i've tried one or two other meditation apps, and this one is the most rewarding. it's silly but getting the little confetti when i've reached a goal makes me want to keep meditating. 

it also keeps track of how many days and minutes i've meditated and my favorite sessions. i can ask a question if i need to, and it all flows well with the podcast. 

it's worth the money. i'm genuinely a better person bc of this little app.","rewarding, reach, goal, keep meditating, keep track, worth money, ",,effective,,,,,FALSE,5,,,40,"tried,one,two,meditation,apps,one,rewarding,silly,getting,little,confetti,reached,goal,makes,want,keep,meditating,also,keeps,track,many,days,minutes,meditated,favorite,sessions,ask,question,need,flows,well,podcast,worth,money,genuinely,better,person,bc,little,app"
Mental Health,rootd-panic-attack-relief,Super Helpful!,3/6/2021 13:53,brodiemom1,tried lots of apps  this one is one of the better ones   try it,,,,,,,,FALSE,4,,,8,"tried,lots,apps,one,one,better,ones,try"
Mental Health,zen-guided-meditation-sleep,Enjoy this,5/4/2022 21:52,Blessed 54,"my first medication, and i really enjoyed it, it was so needed  thanks",,,,,,,,FALSE,5,,,6,"first,medication,really,enjoyed,needed,thanks"
Mental Health,betterhelp-online-counseling,If you need to start speaking to someone,3/27/2022 17:20,sforest1,this is faster than most healthcare systems and gets you support right away. with a qualified individual. you don't have to suffer alone without support. and things do get better. try better help!,"faster, get support, right away, qualified individual",,effective,,,,,FALSE,5,,,20,"faster,healthcare,systems,gets,support,right,away,qualified,individual,not,suffer,alone,without,support,things,get,better,try,better,help"
Mental Health,calm-sleep-meditation,Calm review,1/8/2021 17:22,piggy2.0,i don't want to pay for things but i have to pay to get good stuff. other than that i love the app,"not want to pay, have to pay",,,,,,,FALSE,2,,,10,"not,want,pay,things,pay,get,good,stuff,love,app"
Mental Health,dare-break-free-from-anxiety,Life Changer,2/14/2021 23:50,mikenaMR2012,"dare has been an answer to years of anxiety difficulties!  it is practical with so much support and techniques to assist!  i cannot say enough, but thank you dare. continue to press forward as the daily dares and evening wind downs are invaluable!","answer to , anxiety difficulties, practice, support and techniques, ",,effective,,,,,TRUE,5,,,23,"dare,answer,years,anxiety,difficulties,practical,much,support,techniques,assist,say,enough,thank,dare,continue,press,forward,daily,dares,evening,wind,downs,invaluable"
Mental Health,rootd-panic-attack-relief,Rootd app,1/9/2021 16:51,cory5555,it seems to be very good so far,,,,,,,,FALSE,5,,,3,"seems,good,far"
Mental Health,insight-timer-meditation-app,Gratitude,6/25/2021 0:26,Eagle of the Snow,"such a beautiful collection of music to quiet the mind & to rejuvenate oneself! the vast variety of creative music fulfills healing, nourishing & replenishing the mind, body, spirit & soul!","quiet the mind, rejuvenate, healing, nourishing, replenishing",,effective,,,,,FALSE,5,,,19,"beautiful,collection,music,quiet,mind,rejuvenate,oneself,vast,variety,creative,music,fulfills,healing,nourishing,replenishing,mind,body,spirit,soul"
Mental Health,moodmission,Not at all as advertised,5/23/2021 20:48,BLopez0626,this app is advertised as an app containing cbt exercises. it's actually a series of quizzes that prompt you to do activities like do butt kickers for anxiety or say i'm strong and i can deal with this. very disappointing,,,effective,,,,,FALSE,1,,,19,"app,advertised,app,containing,cbt,exercises,actually,series,quizzes,prompt,activities,like,butt,kickers,anxiety,say,strong,deal,disappointing"
Mental Health,nocd-effective-care-for-ocd,Gave me my life back,7/28/2021 16:03,fifoa3345,"i am about 7 or 8 weeks into the 12 week program. the results are incredible, if i'm honestly assessing where i was when i started versus now. 

i still have intrusive thoughts and ocd, but it is far, far more manageable. instead of engaging in endless compulsions and hours long debate, which would derail my whole day, i am now able to recognize my thoughts, embrace the anxiety, and usually within a few minutes i'm back to normal. i am happier, less stressed, and feel more in control of my life. 

i would say i'm about at a 60-70% reduction in severity, frequency, and anxiety right now.  think with another 2 months of practicing and being intentional about doing the work, i could be at a 90% reduction in symptoms. 

don't get me wrong it's really hard work and the first few weeks are scary. but kim and the team at nocd helped empower me with the tools and confidence i needed to battle against the parasite of ocd. i have my life back again. it's worth every penny of the pro counseling. ocd plays a smaller role in my life with each passing week. it's not an overnight thing, will take several months of hard work, but you can legit be a different person on the other side. can't thank you enough nocd team and kim my amazing therapist","intrusive thoughts, manageable, able to, recognize thoughts, embrace anxiety, back to normal, happier, less stressed, more control of life, reduction in severity, kim and team, helped, empower, tools and confidence, life back, worth every penny, ",,"effective, professional counseling",,,,,FALSE,5,,,119,"7,8,weeks,12,week,program,results,incredible,honestly,assessing,started,versus,still,intrusive,thoughts,ocd,far,far,manageable,instead,engaging,endless,compulsions,hours,long,debate,would,derail,whole,day,able,recognize,thoughts,embrace,anxiety,usually,within,minutes,back,normal,happier,less,stressed,feel,control,life,would,say,60-70,reduction,severity,frequency,anxiety,right,think,another,2,months,practicing,intentional,work,could,90,reduction,symptoms,not,get,wrong,really,hard,work,first,weeks,scary,kim,team,nocd,helped,empower,tools,confidence,needed,battle,parasite,ocd,life,back,worth,every,penny,pro,counseling,ocd,plays,smaller,role,life,passing,week,overnight,thing,take,several,months,hard,work,legit,different,person,side,ca,not,thank,enough,nocd,team,kim,amazing,therapist"
Mental Health,betterhelp-online-counseling,Great,5/10/2021 19:58,shutyoolll95,best thing i could do for myself was kinda skeptical at first but now that i had my first session i like that i don't have to be sitting in front of someone and i can just be on the phone talking would recommend to anyone!!,,,,,,,,FALSE,5,,,18,"best,thing,could,kinda,skeptical,first,first,session,like,not,sitting,front,someone,phone,talking,would,recommend,anyone"
Mental Health,headspace-meditation-sleep,Life changing,3/2/2021 19:01,Lovemdbsgtr,headspace for me is life changing. andy's voice is so soothing and calming that even in my most anxious moments i am able to unwind and relax. so thankful for this and for the year free because this has been the most difficult year for us financially and business wise with these shutdowns in california affecting our business.,"life changing, voice, soothing, calming, anxious moments, able to, unwind and relax, ",,effective,,,,,FALSE,5,,,26,"headspace,life,changing,andy,voice,soothing,calming,even,anxious,moments,able,unwind,relax,thankful,year,free,difficult,year,us,financially,business,wise,shutdowns,california,affecting,business"
Mental Health,betterhelp-online-counseling,The app is buggy!! The therapist I have is great!!,2/22/2022 2:24,Acsteiners,i wish the app was as good as my therapist,,,,,,,,FALSE,3,,,4,"wish,app,good,therapist"
Mental Health,zen-guided-meditation-sleep,100% worth the annual fee.,12/15/2020 20:16,debbiemarkham,"my husband and i listen to a zen guided meditation every night to go to sleep, it's soothing and really helps keep our relationship on track and connects us with a conversation about how we feel more easily.","listen, meditation, go to sleep, soothing, helps, keep relationship, track and connect",,effective,,,,,FALSE,5,,,20,"husband,listen,zen,guided,meditation,every,night,go,sleep,soothing,really,helps,keep,relationship,track,connects,us,conversation,feel,easily"
Mental Health,headspace-meditation-sleep,Best app ever hands down,3/3/2021 4:34,lasvegas mantra,takes me to a place where i want to be,,,,,,,,FALSE,5,,,3,"takes,place,want"
Mental Health,ibreathe-relax-and-breathe,Awesome,6/23/2021 3:03,Fofoogolo,"i love this app. i've been more anxious recently and every single time, this app was able to help me chill, even just for a moment. if my anxiety is really bad, i just do another round one or two more times and it works. it has changed my life for the better, idk what i'd do without it now.","able to help, changed life, ",,effective,,,,,FALSE,5,,,27,"love,app,anxious,recently,every,single,time,app,able,help,chill,even,moment,anxiety,really,bad,another,round,one,two,times,works,changed,life,better,idk,without"
Mental Health,calm-sleep-meditation,Life altering,5/22/2021 4:03,GooliaTeach4,"this app has truly saved my sanity.  now only just only if we could get some more mathew mcconaughey, would this then be the all the time perfect app. please bring us more mathew!","saved sanity, ",,effective,,,,,FALSE,5,,,16,"app,truly,saved,sanity,could,get,mathew,mcconaughey,would,time,perfect,app,please,bring,us,mathew"
Mental Health,lumosity-brain-training,Tricked into Premium,12/3/2020 17:32,Jack Packard,"the good:
great app featuring fun, well designed games.  no complaints with ui or the overall experience on the app.  long time user and always enjoy the new challenges.
the bad:
recently signed up for a black friday deal marketed as $2.99 per month for premium, cancel anytime, but it's actually a one-time payment of $35.99.  can't cancel till december of next year, wish the marketing had been more clear.","fun, well designed games, no complaints, ui, overall experience, enjoy new challenges","marketed, per month for premium, cancel anytime, actually, one time payment, not cancel, wish, marketing, more clear",usable,reliable,,,,FALSE,1,,,47,"good,great,app,featuring,fun,well,designed,games,complaints,ui,overall,experience,app,long,time,user,always,enjoy,new,challenges,bad,recently,signed,black,friday,deal,marketed,2.99,per,month,premium,cancel,anytime,actually,one-time,payment,35.99,ca,not,cancel,till,december,next,year,wish,marketing,clear"
Mental Health,calm-sleep-meditation,Thanks for the sleep,10/1/2021 11:34,Wayne. T,"i have been struggling to sleep at least 6 hours a night and now with this one mode of help i feel normal again.
thanks,

wayne wingfield",feel normal again,,effective,,,,,FALSE,5,,,14,"struggling,sleep,least,6,hours,night,one,mode,help,feel,normal,thanks,wayne,wingfield"
Mental Health,betterhelp-online-counseling,Spam e-mails,7/8/2022 16:32,Littlelisa926,this app has literally been spamming my inbox every five-ten minutes today with a reminder e-mail saying i have a message waiting from a therapist. e-mailing someone that many times is spam and completely unacceptable. i have since unsubscribed.,,"app, spamming, inbox, five-ten minutes, reminder, email, message, waiting, therapist, emailing, many times, spam, unacceptable",,reliable,,,,FALSE,1,,,23,"app,literally,spamming,inbox,every,five-ten,minutes,today,reminder,e-mail,saying,message,waiting,therapist,e-mailing,someone,many,times,spam,completely,unacceptable,since,unsubscribed"
Mental Health,betterhelp-online-counseling,10-Oct,1/28/2021 16:51,nt951710,best decision made was to use betterhelp services. convenient and effective for anyone with a busy schedule.,"effective, convenient, busy, schedule",,"usable, effective",,,,,FALSE,5,,,11,"best,decision,made,use,betterhelp,services,convenient,effective,anyone,busy,schedule"
Mental Health,smiling-mind,Great app,12/31/2021 15:51,Coolnuhman,"great app and it's free unlike other competitors. looking forward to more improvements. maybe an end of year review would be good (similar to what spotify does). all in all, great app. thank you for building it.","free, unlike other competitors ",,affordable,,,,,FALSE,5,,,20,"great,app,free,unlike,competitors,looking,forward,improvements,maybe,end,year,review,would,good,similar,spotify,great,app,thank,building"
Mental Health,betterhelp-online-counseling,So far so good,12/22/2021 18:59,DwanPatel,i'm very new to this but so far they seem to have paired me with a therapist that i really liked from the get go and made me feel relaxed.,"new, paired therapist, really liked, get go, feel relaxed",,effective,,,,,FALSE,5,,,12,"new,far,seem,paired,therapist,really,liked,get,go,made,feel,relaxed"
Mental Health,wysa-mental-health-support,Nice,2/21/2022 2:55,tatake124,helps me cool down and think through things,"helps, cool down, think through",,effective,,,,,FALSE,5,,,4,"helps,cool,think,things"
Mental Health,lumosity-brain-training,"Love Lumosity, but it's terribly slow",8/25/2022 2:46,JohnnyGee5,"i am constantly touching the screen trying to make the auto screens after a game close faster. it's ridiculously slow especially when you are playing games that are speed games. it's my only complaint overall. there are three games i have been playing for over a year and i guess most of the time: fuse clues, pirate passage, and magic chance. they are so hard that i literally guess. i don't know how anyone can advance in these games.",,"constantly, touching, screen, make auto screens, ridiculously slow, speed games, ",,reliable,,,,FALSE,4,,,39,"constantly,touching,screen,trying,make,auto,screens,game,close,faster,ridiculously,slow,especially,playing,games,speed,games,complaint,overall,three,games,playing,year,guess,time,fuse,clues,pirate,passage,magic,chance,hard,literally,guess,not,know,anyone,advance,games"
Mental Health,youper-therapy-self-care,Amazing and I hate therapy,12/2/2020 17:02,joejerra,"i am so traumatized by therapy, as i return to real treatment youper truly provides a safe place for me to practice working through my emotions somewhat on my own again so i am not so intimidated by another person!!! i have bpd and ptsd and this app has already helped me start exploring myself and my feelings again in a great way! thank you developers and for anyone in need of extra help i recommend this!!!","provides, safe place, practice, working through emotions, helped, exploring, feeling great, ",,effective,,,,,FALSE,5,,,34,"traumatized,therapy,return,real,treatment,youper,truly,provides,safe,place,practice,working,emotions,somewhat,intimidated,another,person,bpd,ptsd,app,already,helped,start,exploring,feelings,great,way,thank,developers,anyone,need,extra,help,recommend"
Mental Health,aura-meditation-sleep,Just got started,1/4/2021 15:19,piggyloveshorsie,this is my second day with aura.  so far so good!,,,,,,,,FALSE,5,,,5,"second,day,aura,far,good"
Mental Health,regain-couples-therapy,Worth it!,9/2/2021 10:49,saronson714,the service is just as advertised and great to work into your working schedule to be able to get the support needed,"service, advertised, get to work, working schedule, able to get, support needed",,effective,,,,,FALSE,5,,,10,"service,advertised,great,work,working,schedule,able,get,support,needed"
Mental Health,lumosity-brain-training,nonexistent service,12/27/2020 3:27,cbmmij,i paid money twice and they would not help with forgot password. so they certainly made money off me since they got my money and i did not get app,,"paid money twice, not help, forgot password, made money off, got money, not get app",,reliable,,,,FALSE,1,,,15,"paid,money,twice,would,help,forgot,password,certainly,made,money,since,got,money,get,app"
Mental Health,simple-habit-sleep-meditation,I CAN SLEEP,5/11/2021 16:44,Rupert Dilly,"i had so much trouble sleeping but this app has calmed me so much at night. it's rough letting go of the day and letting your body relax. but with a little weed and this app, i fell right to sleep. thank you","trouble sleeping, calmed, fell right to sleep",,effective,,,,,FALSE,5,,,21,"much,trouble,sleeping,app,calmed,much,night,rough,letting,go,day,letting,body,relax,little,weed,app,fell,right,sleep,thank"
Mental Health,betterhelp-online-counseling,Great!,2/10/2021 20:06,Pattiann1230,"i had been on a waitlist for 4 different places after my insurance changed & the therapist i was seeing didn't accept my new insurance. waitlist for over 3 months, coming up on 4 when someone suggested this to me. i was matched with someone in hours and was able to schedule an appt in a few days. we clicked. if you don't click, there's so many other providers. only downside so far is paying for a month at a time. i wish the payments were split.",,"waitlist, insurance changed, not accept insurance, matched in hours, able to schedule, clicked, many other providers, downside, paying month at a time, ",,,,,,FALSE,5,,,39,"waitlist,4,different,places,insurance,changed,therapist,seeing,not,accept,new,insurance,waitlist,3,months,coming,4,someone,suggested,matched,someone,hours,able,schedule,appt,days,clicked,not,click,many,providers,downside,far,paying,month,time,wish,payments,split"
Mental Health,simple-habit-sleep-meditation,Effective,1/29/2021 11:37,youinmybuisnesss,this app has helped and still does whether if i'm going to sleep or had a stressful day.,,,,,,,,FALSE,4,,,8,"app,helped,still,whether,going,sleep,stressful,day"
Mental Health,calm-sleep-meditation,Have been a user for years the continuous,8/3/2022 7:40,Juicyy$,updates make calm irresistible in the best way.,,,,,,,,FALSE,5,,,6,"updates,make,calm,irresistible,best,way"
Mental Health,zen-guided-meditation-sleep,Sleep easily,7/28/2022 6:12,briangthegreat,"i love the narrative and the calming voice, very good  beautifully done my friend",,,,,,,,FALSE,5,,,8,"love,narrative,calming,voice,good,beautifully,done,friend"
Mental Health,happify-for-stress-worry,:(,3/7/2022 20:38,mamagoose2,i wish i could give this zero stars.,,,,,,,,FALSE,1,,,5,"wish,could,give,zero,stars"
Mental Health,aura-meditation-sleep,Love it,6/26/2021 1:43,F*T*S*,i would give it 5 stars if it offered a family subscription.  perfect help with relaxing and falling asleep.,"help, relaxing, falling asleep",,effective,,,,,FALSE,3,,,12,"would,give,5,stars,offered,family,subscription,perfect,help,relaxing,falling,asleep"
Mental Health,betterhelp-online-counseling,Best Therapy By Far,8/28/2021 18:34,notetoself6786,"i got to choose what i was looking for in a therapist and got auto assigned someone who best fit my needs. so far i'm loving my therapist! i love that i can do this anywhere, anytime and that help is right in my pocket when i need it.","got to choose, therapist, auto assigned, best fit my needs, loving therapist, anywhere, anytime, help right in my pocket",,effective,,,,,FALSE,5,,,21,"got,choose,looking,therapist,got,auto,assigned,someone,best,fit,needs,far,loving,therapist,love,anywhere,anytime,help,right,pocket,need"
Mental Health,waking-up-guided-meditation,So much diverse and powerful content!,3/13/2022 17:22,JB-ATX,sam and all of his partners have done an amazing job of crafting and compiling a diverse breadth of perspectives. this is the best mindfulness content platform on the market and the price is unbeatable.,"best mindfulness content platform, price, unbeatable",,affordable,,,,,FALSE,5,,,17,"sam,partners,done,amazing,job,crafting,compiling,diverse,breadth,perspectives,best,mindfulness,content,platform,market,price,unbeatable"
Mental Health,smiling-mind,Love!!,9/16/2021 19:13,E Loogie,"i think that overall it does a great job of making mental health tools accessible to all ages and creates a simple and adjustable format for those who have never engaged in mediation or those who regularly mediate. my instinct would be to give this app 4.5 stars because i think there could be more visual pieces not only to make it more inclusive of those with hearing impairments, but to also diversify the ways which people engage with mediations. in my exploring of the app, i did not discover breathing visuals or other short videos explaining how to do certain tasks. it is not a necessary feature but would make the app more inclusive and accessible. i think the app should also expand the pool of the cultural and linguistic options, to better include those who do not speak english. a recent study found that nearly half (48%) of school-aged children experience sleep disturbance that results in less than the recommended sleep duration, which may negatively impact mental health and behavior, in the united sates (puzia, et al., 2020). puzia et. al. researched children under the age of 18 using the calm app to help decrease their sleep troubles. more than 96% of parents, whose children used the calm app when lying down to go to bed, believed that it was helpful to put their child to sleep. similar to calm, smiling mind allows for access to mediation tools not just for sleep but in dealing with stress and other life challenges individuals face.","accessible to all ages, simple and adjustable format, could be more visual pieces, inclusive of those with hearing impairments, diversify the ways people engage, allows access to meditation tools, for sleep, dealing with stress, life challenges",,"accessible, inclusivity",,calm,,,FALSE,5,,,140,"think,overall,great,job,making,mental,health,tools,accessible,ages,creates,simple,adjustable,format,never,engaged,mediation,regularly,mediate,instinct,would,give,app,4.5,stars,think,could,visual,pieces,make,inclusive,hearing,impairments,also,diversify,ways,people,engage,mediations,exploring,app,discover,breathing,visuals,short,videos,explaining,certain,tasks,necessary,feature,would,make,app,inclusive,accessible,think,app,also,expand,pool,cultural,linguistic,options,better,include,speak,english,recent,study,found,nearly,half,48,school-aged,children,experience,sleep,disturbance,results,less,recommended,sleep,duration,may,negatively,impact,mental,health,behavior,united,sates,puzia,et,al.,2020,puzia,et,al,researched,children,age,18,using,calm,app,help,decrease,sleep,troubles,96,parents,whose,children,used,calm,app,lying,go,bed,believed,helpful,put,child,sleep,similar,calm,smiling,mind,allows,access,mediation,tools,sleep,dealing,stress,life,challenges,individuals,face"
Mental Health,shine-calm-anxiety-stress,Short and sweet,3/16/2022 19:39,Lo Wilki,easy peasy and relaxing. just what i needed to get me centered. thank you!,"easy peasy, relaxing, ",,"effective, usable",,,,,FALSE,5,,,7,"easy,peasy,relaxing,needed,get,centered,thank"
Mental Health,lumosity-brain-training,iPad version needs improvement,12/25/2020 16:09,KevSalci,make your ipad app better (i.e. ability to switch orientation to landscape mode and compatibility with bluetooth keyboards).,,,,,,,,FALSE,3,,,13,"make,ipad,app,better,i.e,ability,switch,orientation,landscape,mode,compatibility,bluetooth,keyboards"
Mental Health,betterhelp-online-counseling,Wonderful App!,7/17/2021 0:26,klittle105,"you have much better access to councilors that focus in more areas so you can get more individualized help. you can message and share journal entries with the therapist they match u with, so if u need to talk to them soon than ur next appointment, you can with no issue. a lot of great options available to you!","access to councilors, focus in more areas, individualized help, message and share, journal entries, lot of geat options, available",,usable,,,,,FALSE,5,,,28,"much,better,access,councilors,focus,areas,get,individualized,help,message,share,journal,entries,therapist,match,u,u,need,talk,soon,ur,next,appointment,issue,lot,great,options,available"
Mental Health,betterhelp-online-counseling,Excellent app,1/18/2022 15:46,Cauvin,this is a super easy and wonderful way to get therapy and help for what is going on in your life.  i look forward to meeting with my therapist and she makes me feel like we are in the same room!,"super easy, way to get therapy, feel like in same room",,"professional counseling, usable",,,,,FALSE,5,,,17,"super,easy,wonderful,way,get,therapy,help,going,life,look,forward,meeting,therapist,makes,feel,like,room"
Mental Health,insight-timer-meditation-app,Game Changer!,10/26/2021 11:01,Money Alchemist,"i've been an insight timer subscriber going on two years now! i am also a mental health advocate and meditation is a major coping mechanism for me and others. i often find myself referring others to this most valuable app and tool for healing. grateful to the teachers, and creators of this app! ubuntu!",,,,,,,,FALSE,5,,,28,"insight,timer,subscriber,going,two,years,also,mental,health,advocate,meditation,major,coping,mechanism,others,often,find,referring,others,valuable,app,tool,healing,grateful,teachers,creators,app,ubuntu"
Mental Health,headspace-meditation-sleep,No more free stuff,12/26/2021 7:25,"Dates,energy&money issues","when i first downloaded this, it was amazing and had plenty of comfortable free options. now, as a college student struggling with financial issues and covid more than ever, i go and see that there is nothing free, and subscriptions are expensive. if you're going to make an app where nothing is free, then make it cost to buy the app instead of false advertising. this was always my go to meditation and safe space app, and now i can legitimately no longer use it.",,"nothing free, subscriptions are expensive, false advertising, legitimately, no longer use",,affordable,,,,FALSE,2,,,41,"first,downloaded,amazing,plenty,comfortable,free,options,college,student,struggling,financial,issues,covid,ever,go,see,nothing,free,subscriptions,expensive,going,make,app,nothing,free,make,cost,buy,app,instead,false,advertising,always,go,meditation,safe,space,app,legitimately,longer,use"
Mental Health,calm-sleep-meditation,Live saving,2/7/2022 19:11,amac1435,this app has saved me many of times. my anxiety and depression melt away when i use this app.,"anxiety and depression, melt away",,effective,,,,,FALSE,5,,,10,"app,saved,many,times,anxiety,depression,melt,away,use,app"
Mental Health,wysa-mental-health-support,Helps a lot,12/6/2021 1:03,Mycat lover,"for me, i go through a lot of stress and this helped me. i recommend","go through, lot of stress, helped",,effective,,,,,FALSE,5,,,5,"go,lot,stress,helped,recommend"
Mental Health,betterhelp-online-counseling,I've learned a lot in a short amount of time,2/10/2022 3:08,wolfkissedwitch,"i appreciate betterhelp's policy of avoiding diagnoses and really focusing on self mending. at least that's my experience so far. it's almost been a month since i started using betterhelp and i feel a tremendous positive change. maybe not everything is better and perfect all the time, but i find myself putting more effort into loving and forgiving myself. that's pretty nice to experience for the first time.","appreciate, policy of avoiding diagnoses, focusing on self mending, tremendous, positive change, ",,effective,,,,,FALSE,4,,,37,"appreciate,betterhelp,policy,avoiding,diagnoses,really,focusing,self,mending,least,experience,far,almost,month,since,started,using,betterhelp,feel,tremendous,positive,change,maybe,everything,better,perfect,time,find,putting,effort,loving,forgiving,pretty,nice,experience,first,time"
Mental Health,happy-not-perfect-mind-gym,Mid,6/17/2022 16:44,Nining18,it's like a really good app and it's helped me out a lot but i really hate all the cursing,,,,,,,,FALSE,3,,,9,"like,really,good,app,helped,lot,really,hate,cursing"
Mental Health,calm-sleep-meditation,One minute,5/15/2021 17:27,Scotti70,"one minute, 60 seconds of silence.
enough time to breathe.",,,,,,,,FALSE,5,,,8,"one,minute,60,seconds,silence,enough,time,breathe"
Mental Health,calm-sleep-meditation,Amazing,1/27/2021 10:49,Bhamira,this app has been life changing,life changing,,effective,,,,,FALSE,5,,,3,"app,life,changing"
Mental Health,aura-meditation-sleep,Love it and recommend,6/1/2021 1:55,rmazzo,i've enjoyed listening to the meditation and the relaxation and sleep. can't wait to explore me,,,,,,,,FALSE,5,,,9,"enjoyed,listening,meditation,relaxation,sleep,ca,not,wait,explore"
Mental Health,betterhelp-online-counseling,Great services until you see the bill,9/15/2021 20:16,justvalisfine,"so i was getting services and although they really help, i found that it racks up the bill quite high. i appreciate everything that my therapist and i have been working towards but it bled me dry. i suffer from financial problems and i'm a student, working part time. the bill ate up an entire check which i didn't even realize.","services, help","racks up bill, quite high, bled me dry, suffer financial problems, bill ate entire check, not realize",effective,affordable,,,,FALSE,3,,,31,"getting,services,although,really,help,found,racks,bill,quite,high,appreciate,everything,therapist,working,towards,bled,dry,suffer,financial,problems,student,working,part,time,bill,ate,entire,check,not,even,realize"
Mental Health,insight-timer-meditation-app,Problems,1/28/2021 16:39,Artisactivism lady,"lately there have been difficulties opening meditations,,,  it says something went wrong",,"difficulties opening meditations, something went wrong",,reliable,,,,FALSE,5,,,8,"lately,difficulties,opening,meditations,says,something,went,wrong"
Mental Health,betterhelp-online-counseling,Convenient,12/29/2021 0:34,red2594,love having service at my hands rather having to go in person. i'm still new to it but it's convenient and allowing me to reach out for help,"convenient, allowing to reach out for help",,usable,,,,,FALSE,4,,,12,"love,service,hands,rather,go,person,still,new,convenient,allowing,reach,help"
Mental Health,betterhelp-online-counseling,Convenient,6/3/2021 18:01,Hoartis,this app has become necessary and it's convenience has meant a lot to me. i highly recommend this for people who are struggling and need an outlet. especially until the pandemic is completely under control.,"necessary, convenience, recommend, struggling, need an outlet",,,,,,,FALSE,5,,,16,"app,become,necessary,convenience,meant,lot,highly,recommend,people,struggling,need,outlet,especially,pandemic,completely,control"
Mental Health,youper-therapy-self-care,Mental Health Reports now premium,5/23/2022 11:38,Tina4315,unfortunate that one of its best and most unique features (the mental health reports) are now a premium feature. they were free when i used the app years ago.,,,,,,,,FALSE,1,,,15,"unfortunate,one,best,unique,features,mental,health,reports,premium,feature,free,used,app,years,ago"
Mental Health,rootd-panic-attack-relief,I love this app,4/5/2021 21:45,TR33@,it has helped a lot with managing my anxiety and panic attacks would recommend,"helped, managing anxiety and panic attacks, recommend",,effective,,,,,FALSE,5,,,8,"helped,lot,managing,anxiety,panic,attacks,would,recommend"
