Domain,Date,Name,Title,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Eg,Talk abt other apps,Other apps reviews talk abt,Remarks,keywords,Rating,Word count,Extracted words (NLTK)
Investing,3/30/2021 23:54,e-trade-invest-trade-save,This app is horrible,they won't let me trade for some reason and now they won't even let me take my money out,,"not let, trade, not let, take money out",,reliability,,,,,,1,11,"wo,not,let,trade,reason,wo,not,even,let,take,money"
Investing,8/16/2022 18:49,wealthsimple-invest,WOW,"just wow, the market might be down rn but wealthsimple made this bearable , and managed to keep my account afloat, excellent social media presence as well, have nothing but excellent words for the sun and this app and i hope nameless admin is having a great and stress free day","market, down, made, bearale, manage, keep account, afloat, social media presence, ",,usability,,,,,,,5,28,"wow,market,might,rn,wealthsimple,made,bearable,managed,keep,account,afloat,excellent,social,media,presence,well,nothing,excellent,words,sun,app,hope,nameless,admin,great,stress,free,day"
Investing,1/28/2021 17:33,robinhood-investing-for-all,Gamestop,"robinhood has decided they can change the rules of stock trading on their app when they see that the big guy is finally not winning for once. anyone who supports the shafting of the little guy, i refuse to support. loved this app entirely until this very moment. it's sad really, hope they feel a loss when they loose a bunch of clientele.",,"change, rules of stock, trading, refuse to support, feel a loss",,reliability,,,,,,1,31,"robinhood,decided,change,rules,stock,trading,app,see,big,guy,finally,winning,anyone,supports,shafting,little,guy,refuse,support,loved,app,entirely,moment,sad,really,hope,feel,loss,loose,bunch,clientele"
Investing,3/13/2022 14:22,td-ameritrade-mobile,Serves its purpose,"i am a total beginner and i've found that i can use it. some aspects might be intimidating for a novice investor, otherwise it is great. i love the ratings and news feed with headlines relevant to my stocks.","total beginner, intimidating, novice investor, love, ratings, newsfeed, headlines, relevant, stocks",,usability,,,,,,,4,18,"total,beginner,found,use,aspects,might,intimidating,novice,investor,otherwise,great,love,ratings,news,feed,headlines,relevant,stocks"
Investing,1/29/2021 18:30,ibkr-mobile-invest-worldwide,Stay Away,interactive brokers makes it exceedingly difficult to close your account and they will not answer the phone.  good luck getting your money out of their accounts.  they have set up a roach motel for your money. your money can check in and cannot check out.,,"interactive brokers, difficult to close, not answer phone, set up, roach motel, money check in, not checkout ",,"reliability, customer service",,,,,,1,21,"interactive,brokers,makes,exceedingly,difficult,close,account,answer,phone,good,luck,getting,money,accounts,set,roach,motel,money,money,check,check"
Investing,11/24/2021 19:33,robinhood-investing-for-all,Option trading,i am not happy with the way you are handling options. you guys take forever in closing a winning position,,"take forever, closing, winning position",,"reliability, performance",,,,,,5,10,"happy,way,handling,options,guys,take,forever,closing,winning,position"
Investing,4/11/2021 19:21,fidelity-spire-save-invest,No Option Trading,app does not allow me to trade options on my account with level 3 option trading enabled.,,"not allow, trade options, level, trading enabled",,reliability,,,,,,1,10,"app,allow,trade,options,account,level,3,option,trading,enabled"
Investing,1/27/2021 18:15,wealthfront-save-and-invest,Amazing service,since i started using it i have come back to the app every week to use the amazing tools they offer. love it!,,,,,,,,,,5,13,"since,started,using,come,back,app,every,week,use,amazing,tools,offer,love"
Investing,12/12/2020 4:23,betterment-investing-saving,Very limited features,the app has maybe 30% of the features on the website.,,,,,,,,,,1,5,"app,maybe,30,features,website"
Investing,6/21/2021 18:06,schwab-mobile,New look of the app,that is pretty friendly of course when you're from the old school and then you change the case to be a little bit rough but overall i like it it's not too hard to understand nor do you execute things keep up the good work schwab,"friendly, not hard to understand,",,usability,,,,,,,5,20,"pretty,friendly,course,old,school,change,case,little,bit,rough,overall,like,hard,understand,execute,things,keep,good,work,schwab"
Investing,12/30/2020 17:15,atom-finance-invest-smarter,Stunning Design,"the design of the app is stunning, and it's useful","design, stunning, useful",,usability,,,,,,,5,4,"design,app,stunning,useful"
Investing,12/3/2020 1:34,td-ameritrade-mobile,Think or Swim,i love it. i used to be a stock broker now just a trader! you can trade on your phone and set price alerts!,,,,,,,,,,5,10,"love,used,stock,broker,trader,trade,phone,set,price,alerts"
Investing,5/14/2021 5:55,robinhood-investing-for-all,Robinhood investments,"robinhood is fun investing , i have learned, and enjoy making money, i'm still learning everyday , let's make some money my people and have fun making money cha-cha-cha","fun investing, learned, enjoyed making money, ",,"usability, profitability",,,,,,,5,18,"robinhood,fun,investing,learned,enjoy,making,money,still,learning,everyday,let,make,money,people,fun,making,money,cha-cha-cha"
Investing,1/14/2022 1:50,wealthfront-save-and-invest,Set it and forget it!,i bought my first house last year thanks to an endorsement of wealthfront from tim ferriss five years ago. it has been amazing to watch my initial investment grow so quickly and the only thing i had to do was choose a risk score. i have so much faith in this company that i just put all of my savings meant for my newborn's college into wealthfront. can't wait to watch it grow with him!,"amazing, investment grow",,profitability,,,,,,,5,37,"bought,first,house,last,year,thanks,endorsement,wealthfront,tim,ferriss,five,years,ago,amazing,watch,initial,investment,grow,quickly,thing,choose,risk,score,much,faith,company,put,savings,meant,newborn,college,wealthfront,ca,not,wait,watch,grow"
Investing,7/5/2022 17:48,schwab-mobile,Efficient,"i am returning schwab customer. i would like to say that i find the iphone app to be quite helpful for my needs. it's efficient and can be accessed easily to accomplish my banking needs. also, as a new investor the ease to purchase additional stocks on line is made easy.","helpful, efficient, accessed easily, accomplish, banking needs, ease to purchase, stocks, easy",,"usability, performance",,,,,,,5,28,"returning,schwab,customer,would,like,say,find,iphone,app,quite,helpful,needs,efficient,accessed,easily,accomplish,banking,needs,also,new,investor,ease,purchase,additional,stocks,line,made,easy"
Investing,4/5/2021 18:47,wealthfront-save-and-invest,Best app,"easy to use, great app for my roth ira!",easy to use,,usability,,,,,,,5,6,"easy,use,great,app,roth,ira"
Investing,5/27/2021 18:59,marketsim,Account goes up 270% a day??,"i use this app for fun because real stock market you lose a lot in and have more risk and i woke up last week and i got +200%, very weird but i am sitting at $600,000 as it did it everyday ruining the legit money i've made on this app. it was fine without this glitch but that ruined it. and before you ask i'm invested in google and nvidia no way they double their price per day",,,,,,,,,,2,36,"use,app,fun,real,stock,market,lose,lot,risk,woke,last,week,got,+200,weird,sitting,600,000,everyday,ruining,legit,money,made,app,fine,without,glitch,ruined,ask,invested,google,nvidia,way,double,price,per,day"
Investing,11/9/2021 7:07,fidelity-spire-save-invest,What's the Point? Fidelity Beta,current fidelity app rolled the design of spire as a beta option. all spire has is a better learn page while fidelity has theirs as coming soon. this app should really just sunset while the devs and designers of this app move to focus on fidelity beta. stop adding features to spire and improve the parity of fidelity beta and roll out more features to that app instead. this app was cool as a preview but need to be brought out to pasture.,,,,,,,,,,1,43,"current,fidelity,app,rolled,design,spire,beta,option,spire,better,learn,page,fidelity,coming,soon,app,really,sunset,devs,designers,app,move,focus,fidelity,beta,stop,adding,features,spire,improve,parity,fidelity,beta,roll,features,app,instead,app,cool,preview,need,brought,pasture"
Investing,1/17/2021 13:52,wealthsimple-invest,Worried,"i decided to try this app yesterday. i downloaded it, entered very personal identity info, which i didn't think i should have been asked, before i woujd set up account. got a message that they woujd send me an email to verify  my identity abd i never got the email... just an error message all day long. called customer service... closed. emailed customer service... no response. 
very worried my info was scammed and i am removing the app. not a good way to start.  shoukd have listened to these reviews.",,"downloaded, entered, personal identity info, set up account, email to verify, never got email, error message, customer service, closed, no response, worried, info, scammed, removing app, ",,"data safety, reliability",,,,,,1,52,"decided,try,app,yesterday,downloaded,entered,personal,identity,info,not,think,asked,woujd,set,account,got,message,woujd,send,email,verify,identity,abd,never,got,email,...,error,message,day,long,called,customer,service,...,closed,emailed,customer,service,...,response,worried,info,scammed,removing,app,good,way,start,shoukd,listened,reviews"
Investing,12/10/2021 3:03,public-com-stocks-crypto,Gave two because I made money at first,"the lousy thing is the customer support. you receive generic copy and pasted reply's with no real help. my accounts been frozen for months with no response and limited to only selling. i'm sorry that i out performed the market and your expert that are only paid influensters that give horrible investment advice. ( good look when you hire nude models to attract customers) when that all started the app went down hill. i will be filing multiple complaints with the bbb. i've found numerous illegal activities that the company and employees have performed. good luck trading with this crap app as soon as you make profits they freeze your account.

update. 
wow i finally got a response. to answer your message. no thank you. i do not wish to waste more of my time to hear a generic response with no resolve. it's sad to get a response you must give a bad review. very disappointing experience.",,"lousy, customer support, receive, generic, rely, no real help, account, frozen, months, no response, limited selling, filing, complaints, found, illegal activites, crap app",,"customer service, fradulent activity, reliability",,,,,,1,83,"lousy,thing,customer,support,receive,generic,copy,pasted,reply,real,help,accounts,frozen,months,response,limited,selling,sorry,performed,market,expert,paid,influensters,give,horrible,investment,advice,good,look,hire,nude,models,attract,customers,started,app,went,hill,filing,multiple,complaints,bbb,found,numerous,illegal,activities,company,employees,performed,good,luck,trading,crap,app,soon,make,profits,freeze,account,update,wow,finally,got,response,answer,message,thank,wish,waste,time,hear,generic,response,resolve,sad,get,response,must,give,bad,review,disappointing,experience"
Investing,5/26/2021 15:18,thinkorswim-trade-invest,The best trading platform and App,"if you're serious about trading, learning to trade, or a platform that offers a path to go from rookie to pro, then thinkorswim is that app.",,,,,,,,,,5,12,"serious,trading,learning,trade,platform,offers,path,go,rookie,pro,thinkorswim,app"
Investing,4/16/2021 11:57,uphold-buy-btc-eth-xrp,So far so good,using this app specifically because it was one of the few that support xrp and was rated fairly high. the interface is intuitive and clean. transfers we a little weird at first but after some basic training we are in the game. have not had to sell any currency yet so that will be an adventure when the time comes. but right now it's all good.,"interface, clean, intuitive","transfer, weird",usability,,,,,,,4,27,"using,app,specifically,one,support,xrp,rated,fairly,high,interface,intuitive,clean,transfers,little,weird,first,basic,training,game,sell,currency,yet,adventure,time,comes,right,good"
Investing,3/27/2021 14:33,stash-invest-build-wealth,,"user friendly than robinhood, i love this.  does not have dogecoin, tatooed chef, etc compared to robinhood",user friendly,,usability,,,1,,,,4,10,"user,friendly,robinhood,love,dogecoin,tatooed,chef,etc,compared,robinhood"
Investing,3/2/2022 1:41,bitmart-buy-bitcoin-crypto,Awful exchange.,constantly get signed out. customer service takes forever to reply. just an overall bad experience.,,"constantly, signed out, customer service, takes forever, bad experience",,"reliability, customer service",,,,,,1,11,"constantly,get,signed,customer,service,takes,forever,reply,overall,bad,experience"
Investing,1/29/2021 21:49,robinhood-investing-for-all,Clearly Not in this for Retail Traders,"i used to love this app. robinhood was an industry disruptor with the promise to democratize stock trading. that promise was broken and buried this week. not only did the app decide to limit the hot market plays of gamestop, amc, nokia, and others, the app has now decided to limit purchases on many stocks that look like potential money plays. the spacs that robinhood is now preventing me from buying are not stocks that are being manipulated. they are not stocks that are being shorted. they are likely big money plays that some of us have been watching for months. and that is apparently unacceptable to robinhood.",,"promise, broken, buried, limit, hot market, limit purchases, preventing, buying, unacceptable",,"reliability, fradulent activity",,,,,,1,53,"used,love,app,robinhood,industry,disruptor,promise,democratize,stock,trading,promise,broken,buried,week,app,decide,limit,hot,market,plays,gamestop,amc,nokia,others,app,decided,limit,purchases,many,stocks,look,like,potential,money,plays,spacs,robinhood,preventing,buying,stocks,manipulated,stocks,shorted,likely,big,money,plays,us,watching,months,apparently,unacceptable,robinhood"
Investing,1/29/2021 2:30,robinhood-investing-for-all,I'll never trust this app again,"if you deny the public the ability to buy the stock i own then that means you're the worst broker ever.

i'll use webull or any other app to trade and just use robinhood for their user interface b/c the charts are great. i'd never actually trade money on this treacherous robinhood app ever again though and i'd suggest you don't either. they'll screw you over.","use, interface, charts, ","deny, public, buy, stock, worst broker, never trade, treacherous, screw",usability,"reliability, fradulent activity",1,1,,,,1,33,"deny,public,ability,buy,stock,means,worst,broker,ever,use,webull,app,trade,use,robinhood,user,interface,b/c,charts,great,never,actually,trade,money,treacherous,robinhood,app,ever,though,suggest,not,either,screw"
Investing,3/19/2021 19:21,robinhood-investing-for-all,Best for options,"the option trading on the app couldn't be easier, it even explains you what calls and puts do","option trading, easier, explains",,usability,,,,,,,5,10,"option,trading,app,could,not,easier,even,explains,calls,puts"
Investing,4/16/2021 20:17,robinhood-investing-for-all,Selling,"i am reading a lot of negative reviews about when someone try's to sell that they're not able to. 
could you please explain why this is happening?",,,,,,,,,,5,12,"reading,lot,negative,reviews,someone,try,sell,able,could,please,explain,happening"
Investing,7/6/2022 19:15,stockpile-investing-made-easy,Scamming little kid,"they have a nice app that draws you in as a parent to teach your kids investing. then 6 months later it is $5 a month just to keep an account. i suspect it will get worse over time with nickel and dime on everything. i left immediately.

td ameritrade / charles schwab are free! run from this company!",,"draws in, teach investing, months later, suspect, worse over time",,reliability,,1,,,,4,30,"nice,app,draws,parent,teach,kids,investing,6,months,later,5,month,keep,account,suspect,get,worse,time,nickel,dime,everything,left,immediately,td,ameritrade,charles,schwab,free,run,company"
Investing,1/5/2021 6:07,stash-invest-build-wealth,Honest review,"yes only 2 stars,

i tried numerous times to get help with the auto stash feature. stash customer service basically told me i was screwed and the bank account i set up specifically for stash won't drop the fees ikeptgettinghit with for the auto stash feature even though i swore at sign up i opted out.

make sure you have a good amount of money in your bank you won't miss if you're going to use this app. otherwise you'll end up like m, $600 in the hole with your bank during a global pandemic with no hope of fixing it.

there goes my credit score..",,"customer service, screwed, account setup, not drop fees, feature opted out, no hope of fixing",,reliability,,,,,,2,61,"yes,2,stars,tried,numerous,times,get,help,auto,stash,feature,stash,customer,service,basically,told,screwed,bank,account,set,specifically,stash,wo,not,drop,fees,ikeptgettinghit,auto,stash,feature,even,though,swore,sign,opted,make,sure,good,amount,money,bank,wo,not,miss,going,use,app,otherwise,end,like,600,hole,bank,global,pandemic,hope,fixing,goes,credit,score,.."
Investing,12/27/2020 17:53,td-ameritrade-mobile,Powerful!,as good as it gets with real-time information and details to make the necessary successful trades.,"good, real-time, information, details, successful trades",,usability,,,,,,,5,9,"good,gets,real-time,information,details,make,necessary,successful,trades"
Investing,6/23/2021 4:48,titan-long-term-investing,Make money here,"i don't normally review apps, however this is not really an app, they are an investment management firm who intelligently helps you manage your money and make money. i recommend it highly.","investment management firm, help, manage, money, make money, recommend",,"usability, profitability",,,,,,,5,18,"not,normally,review,apps,however,really,app,investment,management,firm,intelligently,helps,manage,money,make,money,recommend,highly"
Investing,6/18/2022 11:38,stocktwits,Ui on app.,so i get a email that i've been chosen to get an american express gift card if i can speak with one of the stocktwits agents at a time befitting me. never got in touch with me. app does have a few bugs within threads but it does what it's supposed to regardless. those of you that are on the ftx trading platform and are inexperienced in brokerage protocol beware. god forbid you pass away. who gets your portfolio? how can you retrieve your hard earned monies if brokerage does not have a tod(transfer on death). plus to boot no drip program ( dividend reinvestment). plus no phone number to get in touch with anyone in case a trade does not go through for some reason. the only way is through email. example. you place a trade for $10 a share but order ticket froze or some other malfunction happens and now you can only email them. next day stock hits $13 per share and they still haven't emailed you back. happened to me on robincrook. if you want a true and real brokerage go with e*trade or td ameritrade. any problem with a trade ticket or issue these two will answer usually in less then 5 minutes and place the trade for you. your family will have to hire a exorbitant lawyer to retrieve your portfolio is not the way if they cannot afford one. be vigilant.,,"app, bugs, beware, order ticket, froze, malfunction, not emailed back, ",,"customer service, reliability",,1,,,,3,117,"get,email,chosen,get,american,express,gift,card,speak,one,stocktwits,agents,time,befitting,never,got,touch,app,bugs,within,threads,supposed,regardless,ftx,trading,platform,inexperienced,brokerage,protocol,beware,god,forbid,pass,away,gets,portfolio,retrieve,hard,earned,monies,brokerage,tod,transfer,death,plus,boot,drip,program,dividend,reinvestment,plus,phone,number,get,touch,anyone,case,trade,go,reason,way,email,example,place,trade,10,share,order,ticket,froze,malfunction,happens,email,next,day,stock,hits,13,per,share,still,not,emailed,back,happened,robincrook,want,true,real,brokerage,go,e,trade,td,ameritrade,problem,trade,ticket,issue,two,answer,usually,less,5,minutes,place,trade,family,hire,exorbitant,lawyer,retrieve,portfolio,way,afford,one,vigilant"
Investing,12/28/2021 14:12,acorns-invest-spare-change,Awesome way to save and make $$,super user friendly app! why not start now investing for your future!,user friendly,,usability,,,,,,,5,7,"super,user,friendly,app,start,investing,future"
Investing,5/23/2021 13:38,td-ameritrade-mobile,Use it all the time,i use the td app all the time.  very user friendly and interactive.  highly recommend it.,"user friendly, interactive, recommend",,usability,,,,,,,5,9,"use,td,app,time,user,friendly,interactive,highly,recommend"
Investing,4/2/2022 20:01,personal-capital-investing,Please make a subscription version with more features,"great app. would be even better with more features focus on keeping track of investment, such as % line chart, etc. would be willing to pay for those.",,,,,,,,,,5,16,"great,app,would,even,better,features,focus,keeping,track,investment,line,chart,etc,would,willing,pay"
Investing,8/6/2021 16:50,personal-capital-investing,Super useful,best part is it is completely free and has really useful features like budgeting and expense tracking!,"completely free, userful features, budgeting, expense tracking",,usability,,,,,,,5,11,"best,part,completely,free,really,useful,features,like,budgeting,expense,tracking"
Investing,4/11/2022 20:24,robinhood-investing-for-all,Debit card fraud/no money back guarantee.,"my awful experience was when i use the robinhood debit card to purchase merchandise from fashionnova! i later returned the clothes cos they didn't fit. fashionova never returned my money, i reached out to robinhood and they treated me like a thief trying to scam them, even after i emailed them all the evidence i had, and which i am confident enough is concrete. stay away from robinhood guys!!!!!",,"awful experience, debit card, purchase, merchandise, returned clothe, not fit, never returned money, reached out, treated, like a thief,  trying to scam, emailed evidence, confident concret, stay away",,customer service,,,,,,1,36,"awful,experience,use,robinhood,debit,card,purchase,merchandise,fashionnova,later,returned,clothes,cos,not,fit,fashionova,never,returned,money,reached,robinhood,treated,like,thief,trying,scam,even,emailed,evidence,confident,enough,concrete,stay,away,robinhood,guys"
Investing,6/7/2021 16:39,robinhood-investing-for-all,Easy to use but slow on filling options,"this app is easy to use and easy to understand. good short definitions of stock and info such as movement and volume easy to locate. option trading can be sometimes glitchy. options not filled immediately, so you can miss certain price actions and options not sold immediately so you can loose money. just beware. i have moved most of my funds to tdi and only have small $ in rh at this time with plans to close out account when all positions finalized","easy to use, easy to understand, short descriptions, info, easy to locate","option trading, glitchy, not filled immeditely, loose moeny, beware, ",usability,reliability,,1,,,,2,42,"app,easy,use,easy,understand,good,short,definitions,stock,info,movement,volume,easy,locate,option,trading,sometimes,glitchy,options,filled,immediately,miss,certain,price,actions,options,sold,immediately,loose,money,beware,moved,funds,tdi,small,rh,time,plans,close,account,positions,finalized"
Investing,2/3/2021 22:44,robinhood-investing-for-all,Hedge Fund Buddy Buddies,"how could anyone support this company after what they did.  i tool all my money out instantly, waited for it to clear and im gone forever.  i hope this place is out of business in less than a year.  just wait till the this is over and everyone closes their accounts!",,,,,,,,,,1,22,"could,anyone,support,company,tool,money,instantly,waited,clear,im,gone,forever,hope,place,business,less,year,wait,till,everyone,closes,accounts"
Investing,6/16/2021 13:40,td-ameritrade-mobile,Not working well recently,the quote list shows only portion of my list. this happens everyday now after iphone software update.,,,,,,,,,,3,10,"quote,list,shows,portion,list,happens,everyday,iphone,software,update"
Investing,7/29/2021 6:57,fidelity-spire-save-invest,"Add dark mode, PLEASE!",the fidelity spire app is quite good. the only thing i want added is a black out dark mode for my phone's oled screen. it is essential that a mobile app has dark mode in 2021.,,,,,,,,,,4,20,"fidelity,spire,app,quite,good,thing,want,added,black,dark,mode,phone,oled,screen,essential,mobile,app,dark,mode,2021"
Investing,2/1/2021 4:40,fidelity-investments,Great company! Not so great app,please update the user interface of the app! it's very outdated and difficult to maneuver if you're a novice trader. i switched from rh which made trades very simple with their large buttons (too bad the company is corrupt).,,"update, user interface, outdated, difficult to maneuver, novice trader",,,,1,,,,3,20,"please,update,user,interface,app,outdated,difficult,maneuver,novice,trader,switched,rh,made,trades,simple,large,buttons,bad,company,corrupt"
Investing,4/1/2022 13:13,robinhood-investing-for-all,Be ready to be treated like a child,"love the ease of use,  but they will restrict you from doing things other apps will not. (ie trade options the same day, this is a new annoying one) other brokerages will treat you as another regular investor, but robinhood, in their attempt to protect you will treat you as a child and remove choices others will give you.","ease of use, ","restrict, doing things, remove choices, treat like child",,reliability,,,,,,2,27,"love,ease,use,restrict,things,apps,ie,trade,options,day,new,annoying,one,brokerages,treat,another,regular,investor,robinhood,attempt,protect,treat,child,remove,choices,others,give"
Investing,1/28/2021 23:10,robinhood-investing-for-all,Hedge funds,because of robinhoods recent moves to prevent people from buying stock in order to protect hedge funds that short sell stocks so they can line their own pockets. so much for an app that seem like it was for the people. closing my account with them and will no longer use them to trade and will use another company that actually cares about a true free market.,,"prevent, buying, protect, hedge funds, short sell, line own pockets, no longer use",,"reliability, fradulent activity",,,,,,1,34,"robinhoods,recent,moves,prevent,people,buying,stock,order,protect,hedge,funds,short,sell,stocks,line,pockets,much,app,seem,like,people,closing,account,longer,use,trade,use,another,company,actually,cares,true,free,market"
Investing,5/1/2021 6:22,webull-investing-trading,Help/support is incomparably worse than Robinhood,"help/support is incomparably worse than robinhood and that's saying a lot because robinhood already has such a bad reputation for that. people have a big portion of their savings in webull so not having appropriate customer support can potentially be devastating to many. i'm hesitant to give this app a try after running into endless problems, without being able to find any useful resources online. 

i've heard about webull so i downloaded the app. despite mass spam/advertising by webull that doge is now available to trade, for some reason i am not able to. if i can't speak with a representative, that's fine, but i'd expect that there's at least some useful resources online other than constant advertising of doge. they should've spent half that money on a better support page. it's like they spend all this money luring people in and once they're customers, they don't care to provide adequate support. 

i've only had this app for a few weeks but i can't imagine what would happen if something really went wrong and i needed support urgently. they'd have 3 useless questions on faq, and that'd be it. i get that this is a commission free service but at the rate that i was running into issues and the lack of helpful resources, i'm nervous about using this app seriously.",,"help/support, incomparably worse, bad reputation, not appropriate customer support, devastating, hesitant, endless problems, not able to find, useful resources, not speak to representative, ",,"customer service, usability, reliability",,,,,,1,109,"help/support,incomparably,worse,robinhood,saying,lot,robinhood,already,bad,reputation,people,big,portion,savings,webull,appropriate,customer,support,potentially,devastating,many,hesitant,give,app,try,running,endless,problems,without,able,find,useful,resources,online,heard,webull,downloaded,app,despite,mass,spam/advertising,webull,doge,available,trade,reason,able,ca,not,speak,representative,fine,expect,least,useful,resources,online,constant,advertising,doge,spent,half,money,better,support,page,like,spend,money,luring,people,customers,not,care,provide,adequate,support,app,weeks,ca,not,imagine,would,happen,something,really,went,wrong,needed,support,urgently,3,useless,questions,faq,get,commission,free,service,rate,running,issues,lack,helpful,resources,nervous,using,app,seriously"
Investing,3/12/2021 20:09,robinhood-investing-for-all,Amazing!!!!,"on my first time using my referral link to get a friend to sign up, let's just say i got lucky when i chose my free stock!!! which was worth $195!!!",,,,,,,,,,5,17,"first,time,using,referral,link,get,friend,sign,let,say,got,lucky,chose,free,stock,worth,195"
Investing,2/10/2021 23:23,wealthsimple-invest,Add a back button?,"i screwed up: clicked through the invest tab when i really wanted the trade option. now my app is stuck on step 3 of the invest tab and there's no way to back out or cancel and go back to the main screen. i have no idea what to do as i've deleted and reinstalled the app, thinking that would reset it, no such luck. can the developers please add a cancel/back button so i can get to the trade function?",,"screwed, clicked, invest tab, wanted, trade option, app, stuck, no way to back, cancel, go back, main screen, no idea, deleted, reinstalled appp, no luck",,reliability,,,,,,1,37,"screwed,clicked,invest,tab,really,wanted,trade,option,app,stuck,step,3,invest,tab,way,back,cancel,go,back,main,screen,idea,deleted,reinstalled,app,thinking,would,reset,luck,developers,please,add,cancel/back,button,get,trade,function"
Investing,6/28/2021 19:33,webull-investing-trading,Bad App overall,overall very bad user interface,,"bad, user interface",,,,,,,,1,4,"overall,bad,user,interface"
Investing,1/28/2021 22:04,e-trade-invest-trade-save,Limited,clunky interface and disallowed options to buy amc and gme. spineless company,,"clunky, interface, disallowed, options, buy, spineless",,"usability, reliability",,,,,,1,9,"clunky,interface,disallowed,options,buy,amc,gme,spineless,company"
Investing,12/12/2020 9:26,wealthsimple-invest,Doesn't work but has potential,this app doesn't work. thanks,,not work,,reliability,,,,,,2,4,"app,not,work,thanks"
Investing,1/17/2021 19:35,personal-capital-investing,Bad recent updates,stop asking me to refer a friend every time i open the app,,,,,,,,,,4,8,"stop,asking,refer,friend,every,time,open,app"
Investing,3/22/2021 5:01,robinhood-investing-for-all,The name robinhood is an oxymoron,"take from the rich give to the poor is exactly the opposite of robinhoods business model, it's more like take the poors money and bet against them along with all of you institutional billionaire friends. this is the business model of robinhood and don't listen to them when they tell you different. terrible company who will lie to the public and their customers in order to protect their more important business partners.",,"take poors money, institutional billionaire friends, not listen, terrible, lie to public and customers",,reliability,,,,,,1,35,"take,rich,give,poor,exactly,opposite,robinhoods,business,model,like,take,poors,money,bet,along,institutional,billionaire,friends,business,model,robinhood,not,listen,tell,different,terrible,company,lie,public,customers,order,protect,important,business,partners"
Investing,12/26/2021 17:43,kucoin-buy-cryptocurrency,Customer Support,"i have been happy with this app. of course it took time to learn to navigate my way around. i had a question about selling and getting funds back to my bank. within 30 minutes or so i was in a live conversation with customer support. the support team was friendly and prompt. they answered all of my questions and the funds were back in my account within 3-5 days as promised. i definitely recommend kucoin as a place to buy, sell, trade cryptocurrenc","took time, learn to navigate, had question, selling, getting funds, minutes, live conversation, customer support, support team, friendly, prompt, answered, questions, funds, back in account, promised, definitely recommend",,"usability, customer service",,,,,,,5,43,"happy,app,course,took,time,learn,navigate,way,around,question,selling,getting,funds,back,bank,within,30,minutes,live,conversation,customer,support,support,team,friendly,prompt,answered,questions,funds,back,account,within,3-5,days,promised,definitely,recommend,kucoin,place,buy,sell,trade,cryptocurrenc"
Investing,4/11/2021 2:30,td-ameritrade-mobile,Love It,great platform with great rates,,,,,,,,,,5,4,"great,platform,great,rates"
Investing,2/25/2021 4:23,ibkr-mobile-invest-worldwide,Won't let me log in,basically what it says. the app won't let me in. i used the same username and password on the website and even tried calling customer support but they were no help. i have my account funded and i wanted to give this broker a try but i think i am going to try out a different broker instead.,,"not let me, calling customer support, no help, try out differnt broker",,"customer service, reliability",,,,,,1,28,"basically,says,app,wo,not,let,used,username,password,website,even,tried,calling,customer,support,help,account,funded,wanted,give,broker,try,think,going,try,different,broker,instead"
Investing,1/28/2021 15:50,robinhood-investing-for-all,"Been loyal since the beta, on the verge of leaving","i've been a loyal rh user for years now and i've enjoyed it thus far. however, rh shutting down the ability to buy certain stocks, which is not only market manipulation, but stands in contrast of their mission statement. if robinhood does not open their markets up completely, i will be taking my money elsewhere, and you should too.",,"shutting down, ability to buy, market manipulation, contrast mission statement, not open market",,"reliability, fradulent activity",,,,,,5,27,"loyal,rh,user,years,enjoyed,thus,far,however,rh,shutting,ability,buy,certain,stocks,market,manipulation,stands,contrast,mission,statement,robinhood,open,markets,completely,taking,money,elsewhere"
Investing,1/7/2021 17:58,robinhood-investing-for-all,Please add expense ratio for ETFs,"robinhood app is great. i especially like that you listen to customers & improve the app all the time. 
i have a suggestion, could you add expense ratio for etfs at stat section? that would help compare & select etfs. thanks for the great work!","listen to customers, improve app",,customer service,,,,,,,5,26,"robinhood,app,great,especially,like,listen,customers,improve,app,time,suggestion,could,add,expense,ratio,etfs,stat,section,would,help,compare,select,etfs,thanks,great,work"
Investing,4/19/2021 16:02,robinhood-investing-for-all,New to the market,just joined and liking it so far. still a little to soon to say about the pros and cons.,,,,,,,,,,5,9,"joined,liking,far,still,little,soon,say,pros,cons"
Investing,11/23/2021 6:07,vanguard,Unacceptable,to think vanguard released this app with little to no functionality was beyond senseless. vanguard is destroying the trust they built with clients with this poorly designed app.,,,,,,,,,,1,16,"think,vanguard,released,app,little,functionality,beyond,senseless,vanguard,destroying,trust,built,clients,poorly,designed,app"
Investing,7/14/2021 13:33,robinhood-investing-for-all,It's an ok starter stick company,"too often they freeze during high shifts limiting you to but or sell. also, it's very off when you try to buy or sell. what is the point of showing the stock cost if you're going to have an estimate price that is so off? just too many issues as of late.",,"often, free, limiting, sell, issues",,reliability,,,,,,2,20,"often,freeze,high,shifts,limiting,sell,also,try,buy,sell,point,showing,stock,cost,going,estimate,price,many,issues,late"
